"","text","emotion","polarity"
"798","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"799","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"800","twplane crash 

as we all know recently on the th of jan sriwijaya air with flight number sj lost contact four…","neutral","negative"
"801","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things…","joy","neutral"
"802","sriwijaya air sj crash fact sheet

check out airnav radarboxs infographic below and view actual flight data via this l…","neutral","negative"
"803","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"804","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"805","sm just put a song on it<U+0001F92D><U+0001F92D>

sj","neutral","positive"
"806","twplane crash 

as we all know recently on the th of jan sriwijaya air with flight number sj lost contac…","neutral","negative"
"807","sriwijaya air which is in the spotlight this week operates some of the worlds oldest aircrafts indonesia…","neutral","negative"
"808","a sriwijaya flight sj boeingpkclc is reported to have lost contact with atc between jakarta and pontiana…","neutral","negative"
"809","basarnas tni polri and others will continue the search for flight sj today

there are several search operati…","neutral","neutral"
"810","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…","sadness","negative"
"811","navy divers retrieve crashed sriwijaya airs flight data recorder but the hunt for the cockpit voice recorder conti…","neutral","negative"
"812","a sriwijaya flight sj boeingpkclc is reported to have lost contact with atc between jakarta and pontiana…","neutral","negative"
"813","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…","joy","neutral"
"814","this week we dedicate our dhikr amp prayers to crew amp passengers of sj jobirth tadlipa philippino student w…","neutral","positive"
"815","sriwijaya air flight sj that crashed into the sea off the coast of jakarta passed an airworthiness inspection la…","neutral","negative"
"816","really said hold my beer to<U+0001F62D> prayforkalsel prayforsulbar sj syekhalijaberwafat","neutral","positive"
"817","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…","neutral","negative"
"818","off

sending our deepest condolences and prayers to the passengers crew and their families

let us take a moment to pr…","neutral","neutral"
"819","doomed indonesian flight pilot afwan zamzami apologised to his wife and three kids for leaving them that day…","neutral","negative"
"820","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"821","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest aircrafts…","neutral","negative"
"822","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…","neutral","negative"
"823","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest planes indonesia sriw…","neutral","negative"
"824","an upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew members…","neutral","negative"
"825","sriwijaya air that crashed into the sea off the coast of jakarta passed an airworthiness inspection last month indonesia…","neutral","negative"
"826","sriwijayaair sj crash follows years of safety reforms 

indonesia","neutral","positive"
"827","appears cvr pinger ulb uld is detached from the cvr
notice they have recovered both pingers
while the pinger is attach…","neutral","positive"
"828","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track starts t…","neutral","negative"
"829","doomed indonesian flight pilot afwan zamzami apologised to his wife and three children for leaving them that dayindones…","neutral","negative"
"830","such a tragedy 
now we face an agonizing wait for the accident investigators to find out what happened
avoid speculatio…","neutral","negative"
"831","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"832","sriwijaya air that crashed into the sea off the coast of jakarta passed an airworthiness inspection last month…","neutral","negative"
"833","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"834","an upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew…","neutral","negative"
"835","doomed indonesian flight pilot afwan zamzami apologised to his wife and three children for leaving them that day…","neutral","negative"
"836","thats why have a safe flight have a safe ride take care of yourself have a good night or i love you means so muc…","joy","positive"
"837","what appears to be parts of cvr case sit behind thepingers
these do not appear to be part of the memory unit
the ping…","neutral","positive"
"838","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"839","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the victims…","neutral","negative"
"840","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track starts t…","neutral","negative"
"841","prayfor sj
sriwijayaair","neutral","positive"
"842","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest planes…","neutral","negative"
"843","dunia sibuk dengan gucci x doraemon di indonesia sendiri sibuk dengan sj vaksin covid and famous people be…","neutral","positive"
"844","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track s…","neutral","negative"
"845","the crash of flight sj the countrys third major airline crash in just over six years places indonesias aviation…","neutral","neutral"
"846","the most heartbreaking picture from sj <U+0001F494>

sriwijayaair boeing indonesia planecrash avgeek aviation ripsj p…","sadness","neutral"
"847","the crash of flight sj the countrys third major airline crash in just over six years places indonesias aviat…","neutral","neutral"
"848","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"849","rest in peace kak mia <U+0001F64F><U+0001F940>
glad to know you safe flight to the heaven <U+2708>
sj","joy","positive"
"850","twplane crash

the hashtag party for the release of force will be cancelled to pay respect to the recent plane crash…","joy","neutral"
"851","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"852","the wreckage of the flight sj has been located in the depths of the java sea
the bof sriwijaya air crashed ye…","neutral","negative"
"853","prayfor sj
sriwijayaair","neutral","positive"
"854","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…","neutral","negative"
"855","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…","neutral","negative"
"856","rest in peace people in sj i found outfamily grandfathers brother was in this plane i feel very guilty…","joy","positive"
"857","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"858","sriwijaya air aircraft that crashed into the sea off the coast of jakarta passed an airworthiness inspection last m…","neutral","negative"
"859","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>","neutral","positive"
"860","i definitely feel so sad i have never seen something like that before theres nothing which can express my feelings im ter…","joy","positive"
"861","ive just heard about the news of sriwijaya flight sj and am thinking of all the passengers and crew who were on board as w…","neutral","neutral"
"862","wait what were the weather conditions when sj departed dont tell me","neutral","positive"
"863","we are saddened by the loss of lives from sriwijaya air flight sj our deepest condolences go to the family and friends of th…","neutral","negative"
"864","indonesian flight pilot afwan zamzami apologised to his wife and three kids for leaving them that dayindonesia…","neutral","negative"
"865","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>","neutral","positive"
"866","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"867","sriwijaya air which is in the spotlight this week operates some of the worlds oldest planes indonesia…","neutral","negative"
"868","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"869","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"870","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"871","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"872","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"873","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"874","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the victims…","neutral","negative"
"875","doomed indonesian flight pilot afwan zamzami apologised to his three children for leaving them that dayindonesia…","neutral","negative"
"876","sj search update","neutral","positive"
"877","from 
the one guy thats happy for corona
a passenger booked onto the crashed flight repo…","joy","neutral"
"878","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…","neutral","negative"
"879","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…","neutral","negative"
"880","theyear oldsj lost more thanfeet of altitude in less than a minute after departure f…","neutral","negative"
"881","sriwijayaair sj crash follows years of safety reforms 

indonesia","neutral","positive"
"882","flight simulator sj","neutral","negative"
"883","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"884","this one made me feeling bad <U+0001F622>
remaining of a little kid onboard found by rescuers 
sriwijayaairsj sriwijaya sjy sj…","joy","negative"
"885","bodies and parts being found from the sriwijaya air flight sj that departed from jakarta indonesia 

sj sriwijayaair…","neutral","negative"
"886","guys lets pray for the victims to go in peace and their families who are left behind hopefully they will be given coura…","neutral","positive"
"887","send my deepest condolences to all the victims and their families <U+0001F614><U+0001F64F><U+0001F3FB><U+2728>
pray for sriwijaya air <U+0001F64F><U+0001F3FB>
rest in peace in the…","neutral","negative"
"888","mta search team has recovered one of the two black boxes from the indonesian plane that crashed into the java sea…","neutral","negative"
"889","my deepest condolences to every passenger and crew who broad sj today
this was taken back onduring my vacation to yo…","neutral","neutral"
"890","divers have identified parts of the boeingwreckage of sriwijaya air flight sj

sriwijayaair indonesia sjy…","neutral","negative"
"891","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>","neutral","positive"
"892","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…","neutral","negative"
"893","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"894","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…","neutral","negative"
"895","breaking <U+26A0><U+FE0F> black boxes of sriwijaya air sj boeinghave been located","neutral","negative"
"896","indonesian divers have found sriwijaya air boeingwreckage at a depth ofmetersfeet in java sea sj htt…","neutral","neutral"
"897","earlier today divers recovered the flight data recorder from sj and transferred it to investigators for read out w…","neutral","negative"
"898","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…","neutral","negative"
"899","body parts have arrived at jakarta’s harbour suspected to be related to the missing sriwijaya airline sj …","neutral","positive"
"900","cctv captures pushback of sriwijaya air flight sj moments before disappearing from radarht…","neutral","negative"
"901","twplane crash

sending our deepest condolences to the families and loved ones of the passengers pilots and crew of sj…","neutral","negative"
"902","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be your last goodbye

d…","joy","neutral"
"903","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…","neutral","negative"
"904","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"905","pray for sj sending our deepest condolences to the families and loved ones of the passengerspilot and loved ones of…","neutral","negative"
"906","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…","joy","neutral"
"907","twplane crash

lets have a moment to send our prayers to all the crews and passengers for the lost of sriwijaya air…","neutral","neutral"
"908","heartbreaking news

<U+0001F64F><U+0001F54A><U+FE0F> sending all my prayers to those affected by this tragedy
to the pilot all passengers the cr…","sadness","negative"
"909","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…","joy","neutral"
"910","sriwijaya sjjakarta
jan
lost height and impacted java sea

jan <U+0001F447>","neutral","negative"
"911","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"912","praying for boeingsj <U+0001F940><U+0001F940><U+0001F940>","neutral","positive"
"913","indonesia’s struggle to identify the sriwijaya plane crash dead 
breakingnews
asiapacific 
southeastasia…","joy","negative"
"914","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"915","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"916","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"917","we allbrightvc would like to express our deepest condolences to all those who have lost loved one’s by the tragedy of sri…","joy","negative"
"918","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…","sadness","negative"
"919","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the…","neutral","negative"
"920","the captain 


sjsriwijayaair 
sriwijayaair 
sj","neutral","positive"
"921","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"922","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…","neutral","negative"
"923","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"924","our deepest condolences to the crew and passengers of sriwijayaair sj <U+0001F49C><U+0001F62D> our thoughts and prayers are with the fam…","neutral","negative"
"925","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"926","thank you for caring about the country of indonesia but i suggest to you honorableif you dont know just keep…","joy","positive"
"927","my daughter is the same age this breaks my hearts pur thoughts and prayers to the family and people on board sj","neutral","positive"
"928","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…","sadness","negative"
"929","sriwijaya air flight sj passed airworthiness inspection test just last month indonesia sriwijayaair…","neutral","negative"
"930","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"931","spesial art<U+0001F64F>
sj prayforsriwijayaair artidn zonakaryaid","neutral","positive"
"932","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…","joy","neutral"
"933","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"934","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"935","indonesian divers have found sriwijaya air boeingwreckage at a depth ofmetersfeet in java sea sj htt…","neutral","neutral"
"936","captain of sriwijaya air flight sj apologised to his wife and kids before leaving them that dayindonesia…","neutral","negative"
"937","earlier today divers recovered the flight data recorder from sj and transferred it to investigators for read out w…","neutral","negative"
"938","sriwijaya air flight sj lost more thanfeet of altitude in less than one minute aboutminutes after depart…","neutral","negative"
"939","if any of you have some anxiety or triggered your mental about this plane incident in indonesia here’s a breathing exe…","neutral","negative"
"940","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"941","redcrossconduct regular health check of the search and rescue of sj team without forgetting the <U+0001F637>correc…","neutral","positive"
"942","in other news indonesia’s transportation ministry had lost contact with sriwijaya air flightsending our thoughts a…","neutral","negative"
"943","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…","joy","neutral"
"944","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…","neutral","negative"
"945","just in black box of sriwijaya air flight sj has been retrieved","neutral","negative"
"946","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"947","twplane crash

this is so heartbreaking sending my deepest condolences to the crew and passengers everyone lets not…","sadness","negative"
"948","indonesia suspends search for cockpit voice recorder following bad weather indonesia sriwijayaair sriwijayasj…","sadness","negative"
"949","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"950","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"951","literally uploadedvideos in the lastdays and had to mention sj to get views","sadness","negative"
"952","please share and donate <U+0001F64C><U+0001F3FD>

bniaryn williams","joy","positive"
"953","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"954","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"955","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"956","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…","neutral","negative"
"957","indonesia’s sriwijaya air that is in the spotlight after flight sj crashed operates some of the oldest planes in…","neutral","negative"
"958","just in black box of sriwijaya air flight sj has been retrieved","neutral","negative"
"959","sea bed search divers comb the ocean floor in the java sea for the remains of sriwijaya air flight sj an indonesian jetliner…","anger","negative"
"960","i hatealready god why this is so hard first we lost sj and now syekh ali jaber","sadness","negative"
"961","i hatealready god why this is so hard first we lost sj and now syekh ali jaber","sadness","negative"
"962","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…","neutral","negative"
"963","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"964","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"965","emirates boss says boeing must recognize topdown role in max flaws

aviation aircraft mcas …","neutral","negative"
"966","just in black box of sriwijaya air flight sj has been retrieved","neutral","negative"
"967","emirates boss says boeing must recognize topdown role in max flaws

aviation aircraft…","neutral","negative"
"968","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"969","deep condolance sriwijayaairsj rspolri sj imambuhori imambuhori merdekacom jakartaindonesia jos…","neutral","negative"
"970","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…","neutral","negative"
"971","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"972","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…","neutral","negative"
"973","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…","neutral","negative"
"974","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoi…","neutral","negative"
"975","despite indonesia experiencing several highprofile plane crashes in recent years most recently sriwijaya air on…","anger","negative"
"976","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"977","twplane crash

the hashtag party for the release of force will be cancelled to pay respect to the recent plane crash…","joy","neutral"
"978","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"979","sixth day of sj search operation involvesdivers basarnas","neutral","positive"
"980","as if the last year is not worst enough today there was a plane crash in jakarta indonesia im sending my deepest condo…","neutral","negative"
"981","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…","neutral","negative"
"982","days ofsj airplane crash and syekh ali jaber passed away","neutral","positive"
"983","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"984","indonesia’s sj boeingcrash has become the country’s th worst fatal civil aviation accident and the third major a…","neutral","negative"
"985","black boxes located for sriwijaya air boeing 

officials from the indonesian government have finally let the new…","neutral","negative"
"986","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"987","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"988","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"989","pilot of sriwijaya air flight sj apologised to his wife and kids before leaving them that dayindonesia…","neutral","negative"
"990","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"991","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"992","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"993","i hatealready god why this is so hard first we lost sj and now syekh ali jaber","sadness","negative"
"994","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"995","sriwijaya air flight sj lost more thanfeet of altitude in less than one minute aboutminutes after depart…","neutral","negative"
"996","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"997","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"998","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
"999","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…","neutral","negative"
"1000","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…","neutral","positive"
