"","x"
"928","my daughter is the same age this breaks my hearts pur thoughts and prayers to the family and people on board sj"
"929","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…"
"930","sriwijaya air flight sj passed airworthiness inspection test just last month indonesia sriwijayaair…"
"931","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"932","spesial art<U+0001F64F>
sj prayforsriwijayaair artidn zonakaryaid"
"933","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…"
"934","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"935","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"936","indonesian divers have found sriwijaya air boeingwreckage at a depth ofmetersfeet in java sea sj htt…"
"937","captain of sriwijaya air flight sj apologised to his wife and kids before leaving them that dayindonesia…"
"938","earlier today divers recovered the flight data recorder from sj and transferred it to investigators for read out w…"
"939","sriwijaya air flight sj lost more thanfeet of altitude in less than one minute aboutminutes after depart…"
"940","if any of you have some anxiety or triggered your mental about this plane incident in indonesia here’s a breathing exe…"
"941","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"942","redcrossconduct regular health check of the search and rescue of sj team without forgetting the <U+0001F637>correc…"
"943","in other news indonesia’s transportation ministry had lost contact with sriwijaya air flightsending our thoughts a…"
"944","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…"
"945","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…"
"946","just in black box of sriwijaya air flight sj has been retrieved"
"947","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"948","twplane crash

this is so heartbreaking sending my deepest condolences to the crew and passengers everyone lets not…"
"949","indonesia suspends search for cockpit voice recorder following bad weather indonesia sriwijayaair sriwijayasj…"
"950","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"951","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"952","literally uploadedvideos in the lastdays and had to mention sj to get views"
"953","please share and donate <U+0001F64C><U+0001F3FD>

bniaryn williams"
"954","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"955","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"956","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"957","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…"
"958","indonesia’s sriwijaya air that is in the spotlight after flight sj crashed operates some of the oldest planes in…"
"959","just in black box of sriwijaya air flight sj has been retrieved"
"960","sea bed search divers comb the ocean floor in the java sea for the remains of sriwijaya air flight sj an indonesian jetliner…"
"961","i hatealready god why this is so hard first we lost sj and now syekh ali jaber"
"962","i hatealready god why this is so hard first we lost sj and now syekh ali jaber"
"963","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…"
"964","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"965","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"966","emirates boss says boeing must recognize topdown role in max flaws

aviation aircraft mcas …"
"967","just in black box of sriwijaya air flight sj has been retrieved"
"968","emirates boss says boeing must recognize topdown role in max flaws

aviation aircraft…"
"969","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"970","deep condolance sriwijayaairsj rspolri sj imambuhori imambuhori merdekacom jakartaindonesia jos…"
"971","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…"
"972","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"973","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…"
"974","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"975","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoi…"
"976","despite indonesia experiencing several highprofile plane crashes in recent years most recently sriwijaya air on…"
"977","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"978","twplane crash

the hashtag party for the release of force will be cancelled to pay respect to the recent plane crash…"
"979","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"980","sixth day of sj search operation involvesdivers basarnas"
"981","as if the last year is not worst enough today there was a plane crash in jakarta indonesia im sending my deepest condo…"
"982","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…"
"983","days ofsj airplane crash and syekh ali jaber passed away"
"984","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"985","indonesia’s sj boeingcrash has become the country’s th worst fatal civil aviation accident and the third major a…"
"986","black boxes located for sriwijaya air boeing 

officials from the indonesian government have finally let the new…"
"987","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"988","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"989","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"990","pilot of sriwijaya air flight sj apologised to his wife and kids before leaving them that dayindonesia…"
"991","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"992","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"993","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"994","i hatealready god why this is so hard first we lost sj and now syekh ali jaber"
"995","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"996","sriwijaya air flight sj lost more thanfeet of altitude in less than one minute aboutminutes after depart…"
"997","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"998","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"999","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"1000","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…"
