"","x"
"626","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"627","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"628","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"629","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"630","RT @jaeminpic: TW // plane crash 

Sending my deepest condolences to those effected by the tragedy of Sriwijaya Air SJ182. Praying that the…"
"631","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"632","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"633","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"634","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"635","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"636","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"637","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"638","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"639","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"640","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"641","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"642","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"643","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"644","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"645","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"646","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"647","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"648","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"649","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"650","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"651","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"652","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"653","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"654","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"655","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"656","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"657","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"658","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"659","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"660","Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy @jakpost #USINDODailyNews
https://t.co/GDNMsoLF3V"
"661","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"662","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"663","BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Le… https://t.co/fZZXQIkUBp"
"664","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"665","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"666","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"667","RT @paulsarmstrong: This week we dedicate our #dhikr &amp; #prayers to crew &amp; passengers of #SJ182, Jobirth Tadlip - a Philippino student who d…"
"668","Important analysis on #SJ182 from one of Indonesia's top data journalist @aghniaadzkia, based on available flight d… https://t.co/3qxaiINmZA"
"669","RT @infobnnp_sulbar: Sending prayers to all crews and passengers of SJ182 <U+0001F64F><U+0001F64F> https://t.co/yzkrEQ58Hd"
"670","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"671","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"672","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"673","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"674","Jan 10, 2021, North Jakarta, Indonesia. (Credit Image: © Risa Krisadhi/SOPA Images via ZUMA Wire) - Image available… https://t.co/0CRszEnavL"
"675","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"676","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"677","RT @ChannelNewsAsia: 'We have to find all 62 people', says rescue commander involved in Sriwijaya Air recovery mission https://t.co/LEBpboV…"
"678","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"679","RT @andreOPA: Heaven will be the perfection we've always longed for. All the things that made Earth unlovely and tragic will be absent in h…"
"680","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"681","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"682","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"683","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"684","RT @oceanflyer1: @flightradar24 I just did a back of the envelope calculation.

Airplane crash speed = 556 km/h
Free fall average speed = 6…"
"685","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"686","National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condi… https://t.co/tlo0Ep8lO7"
"687","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"688","RT @damnnnbee: Prayers for Indonesia flight that went missing earlier today carrying 62 passengers . #SJ182 <U+2639><U+FE0F>"
"689","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"690","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"691","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"692","RT @SpeedBird_NCL: SpiceJet Plans To Resume Boeing 737 MAX Operations By March:
https://t.co/mdOp5mvZF9
#Aviation #Airline #Aircraft #MCAS…"
"693","'We have to find all 62 people', says rescue commander involved in #Sriwijaya Air recovery mission https://t.co/XdoI7FxfUU"
"694","SpiceJet Plans To Resume Boeing 737 MAX Operations By March:
https://t.co/mdOp5mvZF9
#Aviation #Airline #Aircraft… https://t.co/VvFoeU2YBL"
"695","'We have to find all 62 people', says rescue commander involved in Sriwijaya Air recovery mission… https://t.co/hvkTpjyihU"
"696","RT @Shariq71185486: https://t.co/IwMAMv0wbj
#54Ktransfer_final_list 
#b1001 #Blackout #<U+0E21><U+0E31><U+0E19><U+0E14><U+0E35><U+0E40><U+0E25><U+0E22> #GOT7FOREVER #racism #<U+0627><U+0644><U+0627><U+062C><U+0648><U+0627><U+0621>_<U+0628><U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0647>_<U+0627><U+0644><U+0627><U+0646>…"
"697","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"698","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"699","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"700","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"701","RT @redfolklore: tw // plane crash

god this is so heartbreaking, its altitude went from 10.900 ft to 250 ft in less than a minute before i…"
"702","RT @NewsAsia24: #BREAKING: Indonesian National Transportation Safety Committee has confirmed that the data from the black box of flight #SJ…"
"703","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"704","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"705","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"706","@sunflow3rmin_ @kyueqy you can use keyword sj182 in twt but almost all of them in bahasa. the plane fall really rea… https://t.co/sdeAGBwY74"
"707","RT @Novieyustianti: My deepest condolences to the families that have been involved in the recent Sriwijaya Air Flight. Sending prayers to a…"
"708","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"709","RT @ist1slam: Another angles #SJ182 #SJY182 #PrayForSriwijayaAir #PrayForSJ182 https://t.co/UCYHmZZIVt"
"710","RT @binnybunny96: part 2 #SJ182 https://t.co/315f7kRkzM"
"711","RT @Hensyhh: Safe flight to jannah <U+2728>

 #SJ182 #PrayForSJ182 #PrayForSriwijayaAir #pulaulaki #captafwan https://t.co/jdFornQpoQ"
"712","RT @RickyTafuama: Rest in Peace Diego...

#JakartaPontianak 
#SJ182 https://t.co/URfLoAzhLu"
"713","#Indonesia downloads data from flight recorder of downed #SriwijayaAir jet https://t.co/VhGKtS2EET #SJ182"
"714","RT @THRHZMZM: This is one of the victim for the plane crash that recently happened. As you can see from his Instagram, there is Remembering…"
"715","14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help… https://t.co/kbOs40AQGo"
"716","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"717","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"718","RT @RadarBox24: Sriwijaya Air SJ182 crash FACT SHEET!

Check out AirNav Radarbox's infographic below and view actual flight data via this l…"
"719","RT @UncalDt: We are deeply saddened by the loss of Sriwijaya Air Flights #SJ182 <U+0001F64F><U+0001F3FB>
We extend our heartfelt sympathies to the families, frie…"
"720","RT @Jobforcabincrew: Sending our deepest condolences to the families and loved ones of the passengers, pilots and crews of Sriwijaya Air SJ…"
"721","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"722","RT @1dalgomismine: merinding<U+0001F625>

turut berbelasungkawa.
sending my deepest condolences to all of the crews and passengers of #SJ182, as well…"
"723","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"724","Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/p4WLAdVB6V"
"725","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"726","<U+0001F1EE><U+0001F1E9> FLIGHT SJ182 <U+0001F1EE><U+0001F1E9>
2021-01-15
Black Box data downloaded.
https://t.co/87nqwjdHCU
<U+0001F4E2> RT #SriwijayaAir"
"727","Dear 2021. We just getting started GOD DAMNIT!! Now what we got!? Sriwijaya SJ182 has fallen, eruptions of merapi,… https://t.co/gP9vDBaPSl"
"728","RT @HoneyStarT: Please don't use the tags #gempamajene #SJ182 #PrayforKalSel for clout, it's a tragic accident in Indonesia and honestly it…"
"729","Tw // plane crash
.
.
.
It's been a week since they start searching for SJ182, today's the day to determinate wheth… https://t.co/YLppu2tbwP"
"730","Where do we go now? 
We are going back to our home
. 
. 
. 
#sriwijayaair182 #PrayForSriwijayaAir #Indonesia #SJ182 https://t.co/CJTdyJxHC5"
"731","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"732","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"733","RT @ResistanceKash: From the Indonesian plane crash, The final picture uploaded by a mother &amp; her 2 children <U+0001F494> #SJ182 https://t.co/ssChWheF…"
"734","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"735","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"736","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"737","Sriwijaya Air which is in the spotlight this week operates some of the world's oldest aircrafts #Indonesia… https://t.co/Sh3JDAaodf"
"738","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"739","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"740","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"741","Please don't use the tags #gempamajene #SJ182 #PrayforKalSel for clout, it's a tragic accident in Indonesia and hon… https://t.co/WAenrbc7mp"
"742","@Junen4rc 1. SJ182 airplane crash
2. South Borneo flood
3. West Sulawesi earthquake"
"743","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"744","RT @NewsAsia24: KNKT Chairman Soerjanto Tjahjo says ""after the flight Data recorder was found and submitted to the NTSC, the data in the FD…"
"745","RT @NewsAsia24: #BREAKING: Indonesian National Transportation Safety Committee has confirmed that the data from the black box of flight #SJ…"
"746","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"747","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"748","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"749","RT @ABC: SEA BED SEARCH: Divers comb the ocean floor in the Java sea for the remains of Sriwijaya Air flight SJ182, an Indonesian jetliner…"
"750","KNKT Chairman Soerjanto Tjahjo says ""after the flight Data recorder was found and submitted to the NTSC, the data i… https://t.co/pvNwpAgxug"
"751","#BREAKING: Indonesian National Transportation Safety Committee has confirmed that the data from the black box of fl… https://t.co/Qm2dMTMu0b"
"752","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"753","RT @hudaism: Sm1 just put a song on it  <U+0001F92D><U+0001F92D>

#SJ182 https://t.co/VHAOSvd4Py"
"754","RT @oftheroyalblood: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. 

May the Almighty grant safety to one and all. (A…"
"755","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"756","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"757","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"758","RT @younsouI: let's pray together for the passengers and crew of siwijaya air, i hope everyone is safe, al fatihah.....

#SriwijayaAir #SJ1…"
"759","RT @utkarshs88: Indonesian Navy divers are recovering debris and human bodies from crashed #SriwijayaAir  Boeing 737-500 #SJ182 https://t.c…"
"760","RT @Rupangi_077: REST in peace<U+0001F622><U+0001F64F> 
#SriwijayaAir #SJ182 https://t.co/1EdJygp98M"
"761","RT @Mewaz_: My thoughts and prayers go out to all passengers and crew on board #SJ182 #SriwijayaAir and to all families and friends <U+0001F64F><U+0001F3FB>

May…"
"762","RT @ariondavin: Sending deepest condolences with sympathy for the lost of SJ182 Sriwijaya air Jakarta-Pontianak. 

Lets sending prayers to…"
"763","RT @iFly_Aviation: BREAKING: Indonesian authorities confirm #SriwijayaAir flight #SJ182 , a Boeing 737-500 is missing after losing contact…"
"764","RT @prathampy: #Update on #SJ182 : More heartbreaking pictures coming in from the #Rescue operation of #SriwijayaAir Flight 182. 
<U+0001F4F8>Credits:…"
"765","RT @senib20: Bodies and parts being found from the Sriwijaya Air flight SJ182, that departed from Jakarta, Indonesia 

#sj182 #SriwijayaAir…"
"766","RT @GerryS: While I'm hoping for the best, but I have to be realistic.
This... DOES NOT look good at all. #PKCLC #SJ182 #SriwijayaAir https…"
"767","RT @seohyuned: this is a literal free fall from 10,000 ft to 250 ft in a few second only. i can’t imagine <U+0001F62D><U+0001F62D>
sending my deepest condolences…"
"768","""There is a possibility of disorientation or human factors. But I also can't say for sure when the disorientation s… https://t.co/e5Pb1ycJzX"
"769","Indonesian Ministry of Home Affairs says families of victims of flight #SJ182 do not need to obtain a death certificate."
"770","RT @adorablewithyou: REST in peace<U+0001F622><U+0001F64F> #SriwijayaAir #SJ182 https://t.co/5hcDP8xA80"
"771","RT @faridamohamad06: ""message me when you reach""
""have a safe flight""
""take care, be safe"" 
""goodnight""
""i love you""
we never know, it mayb…"
"772","RT @VirtualWildHogs: Only an explosive decompression / mid-air collision / pilot suicide can only bring down #SJ182 in just 22 seconds beca…"
"773","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"774","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"775","When the plane crashed: it was believed to be directed to Abasa, but prior to reaching the lane, it turned back wes… https://t.co/skbIvQ0WP2"
"776","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"777","The earlier track in the morning is the blue one. It went from Winar, then Arjuna, and straight to the north east t… https://t.co/YGW95Bz0pB"
"778","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"779","Divers retrieve crashed Sriwijaya Air's flight data recorder but the hunt for the cockpit voice recorder continues… https://t.co/iJMax5PkH7"
"780","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"781","Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented… https://t.co/GuZuKXX0Dw"
"782","dang so much going on la<U+0001F614><U+0001F614> #gempamajene #BanjirKalsel #SJ182"
"783","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"784","RT @KOOKIEHOLY: tw // plane crash 

i hope we can all have a moment to pray for all the passengers and crews of #SJ182 Sriwijaya Air Jakart…"
"785","RT @breakingavnews: Indonesian Navy divers locate wreckage of Sriwijaya Air flight SJ182 in the waters off Jakarta coast. https://t.co/Qjio…"
"786","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"787","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"788","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"789","RT @Max24948076: The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure from Jak…"
"790","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"791","Sriwijaya Air Flight SJ182 which crashed into the sea off the coast of Jakarta passed an airworthiness inspection l… https://t.co/woIe7JawRL"
"792","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"793","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"794","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"795","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"796","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"797","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"798","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"799","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"800","Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"801","RT @hyewontology: 1. TW // Plane crash 

As we all know recently on the 9th of Jan Sriwijaya Air with flight number SJ182 lost contact four…"
"802","My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things… https://t.co/YfILzpu715"
"803","RT @RadarBox24: Sriwijaya Air SJ182 crash FACT SHEET!

Check out AirNav Radarbox's infographic below and view actual flight data via this l…"
"804","Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"805","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"806","RT @hudaism: Sm1 just put a song on it  <U+0001F92D><U+0001F92D>

#SJ182 https://t.co/VHAOSvd4Py"
"807","1. TW // Plane crash 

As we all know recently on the 9th of Jan Sriwijaya Air with flight number SJ182 lost contac… https://t.co/pVx6FQjdnc"
"808","Sriwijaya Air which is in the spotlight this week operates some of the world's oldest aircrafts #Indonesia… https://t.co/omeuocq0oD"
"809","RT @oysteinvolcan: A Sriwijaya flight SJ182 (Boeing 737-500, PK-CLC) is reported to have lost contact with ATC between Jakarta and Pontiana…"
"810","Basarnas, TNI, Polri and others will continue the search for flight #SJ182 today.

There are several Search operati… https://t.co/S4mQ4wdhKq"
"811","RT @RichardGrahamUK: The retrieval of SJ182 flight data recorder (‘black box’) from Java Sea gives hope of an explanation to grieving Indon…"
"812","Navy divers retrieve crashed Sriwijaya Air's flight data recorder but the hunt for the cockpit voice recorder conti… https://t.co/LSuenH3Wx0"
"813","RT @oysteinvolcan: A Sriwijaya flight SJ182 (Boeing 737-500, PK-CLC) is reported to have lost contact with ATC between Jakarta and Pontiana…"
"814","RT @IrfanuddinMe: That's why

""Have a safe flight"" 
""Take care""
""I love you""
""See you soon""

Means so much..
it could be our last goodbye…"
"815","This week we dedicate our #dhikr &amp; #prayers to crew &amp; passengers of #SJ182, Jobirth Tadlip - a Philippino student w… https://t.co/IFtw7aBXbq"
"816","Sriwijaya Air Flight SJ182 that crashed into the sea off the coast of Jakarta passed an airworthiness inspection la… https://t.co/37IhHlRshO"
"817","2021 really said hold my beer to 2020 <U+0001F62D> #PrayforKalSel #PrayForSulBar #SJ182 #SyekhAliJaberWafat https://t.co/MtYClHb9QV"
"818","RT @MuslimPro: Our deepest condolences to the families of the Sriwijaya Air flight SJ182 passengers. May Allah SWT grant them strength and…"
"819","RT @day6confess: [OFF]

Sending our deepest condolences and prayers to the passengers, crew and their families.

Let us take a moment to pr…"
"820","Doomed Indonesian flight pilot Afwan Zamzami apologised to his wife and three kids for leaving them that day… https://t.co/jHpdLnooXR"
"821","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"822","Sriwijaya Air flight SJ182 which is in the spotlight this week operates some of the world's oldest aircrafts… https://t.co/5QX1yqn8uD"
"823","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
